********************************************************************************
product = WebSphere Application Server 26.0.0.3, z/OS Connect 03.00.105 (wlp-1.0.111.cl260320260314-0319)
[9/7/26, 14:45:24:929 GMT] 00000039 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: PrivateMicroProfileMetrics.
[9/7/26, 14:45:24:931 GMT] 00000036 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module health has been bound to default_host.
[9/7/26, 14:45:24:931 GMT] 00000037 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module ibm/api has been bound to default_host.
[9/7/26, 14:45:24:931 GMT] 00000039 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module PrivateMicroProfileMetrics has been bound to default_host.
[9/7/26, 14:45:24:932 GMT] 00000036 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://02db3501d6ac:9080/health/
[9/7/26, 14:45:24:933 GMT] 00000037 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://02db3501d6ac:9080/ibm/api/
[9/7/26, 14:45:24:933 GMT] 00000039 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://02db3501d6ac:9080/metrics/
[9/7/26, 14:45:24:936 GMT] 0000003a com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: com.ibm.ws.security.jwt.
[9/7/26, 14:45:24:936 GMT] 0000003a com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module com.ibm.ws.security.jwt has been bound to default_host.
[9/7/26, 14:45:24:937 GMT] 0000003a com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://02db3501d6ac:9080/jwt/
[9/7/26, 14:45:24:950 GMT] 00000037 om.ibm.ws.app.manager.rar.internal.RARApplicationHandlerImpl I J2CA7018I: Installing resource adapter gmoa.
[9/7/26, 14:45:24:960 GMT] 00000036 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: OpenAPIUI.
[9/7/26, 14:45:24:961 GMT] 00000036 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module OpenAPIUI has been bound to default_host.
[9/7/26, 14:45:24:961 GMT] 00000036 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://02db3501d6ac:9080/openapi/ui/
[9/7/26, 14:45:24:965 GMT] 00000039 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: MicroProfileOpenAPI.
[9/7/26, 14:45:24:965 GMT] 00000039 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module MicroProfileOpenAPI has been bound to default_host.
[9/7/26, 14:45:24:965 GMT] 00000039 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://02db3501d6ac:9080/openapi/
[9/7/26, 14:45:25:030 GMT] 0000003b com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/ibm/api
[9/7/26, 14:45:25:030 GMT] 0000003a com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/health
[9/7/26, 14:45:25:030 GMT] 00000036 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/metrics
[9/7/26, 14:45:25:052 GMT] 0000003a com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[9/7/26, 14:45:25:058 GMT] 00000036 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[9/7/26, 14:45:25:058 GMT] 0000003b com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[9/7/26, 14:45:25:132 GMT] 00000036 com.ibm.ws.cache.CacheServiceImpl                            I DYNA1056I: Dynamic Cache (object cache) initialized successfully.
[9/7/26, 14:45:25:193 GMT] 0000003b com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/jwt
[9/7/26, 14:45:25:193 GMT] 0000003b com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[9/7/26, 14:45:25:195 GMT] 00000039 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at /opt/ibm/wlp/output/defaultServer/logs/state/plugin-cfg.xml.
[9/7/26, 14:45:25:200 GMT] 00000039 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/openapi/ui
[9/7/26, 14:45:25:200 GMT] 00000039 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[9/7/26, 14:45:25:211 GMT] 0000003b com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/openapi
[9/7/26, 14:45:25:214 GMT] 0000003b com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[9/7/26, 14:45:25:218 GMT] 00000036 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [io.openliberty.microprofile.metrics.internal.private] [/metrics] [PrivateMetricsRESTProxyServlet]: Initialization successful.
[9/7/26, 14:45:25:219 GMT] 0000003b com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [io.openliberty.microprofile.openapi.2.0.internal.servlet] [/openapi] [ApplicationServlet]: Initialization successful.
[9/7/26, 14:45:25:224 GMT] 0000003a com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [io.openliberty.microprofile.health.3.1.internal] [/health] [HealthCheckReadinessServlet]: Initialization successful.
[9/7/26, 14:45:25:225 GMT] 0000003a com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [io.openliberty.microprofile.health.3.1.internal] [/health] [HealthCheckServlet]: Initialization successful.
[9/7/26, 14:45:25:226 GMT] 0000003a com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [io.openliberty.microprofile.health.3.1.internal] [/health] [HealthCheckStartupServlet]: Initialization successful.
[9/7/26, 14:45:25:226 GMT] 0000003a com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [io.openliberty.microprofile.health.3.1.internal] [/health] [HealthCheckLivenessServlet]: Initialization successful.
[9/7/26, 14:45:25:691 GMT] 00000037 org.hibernate.validator.internal.util.Version                I HV000001: Hibernate Validator 6.2.5.Final
[9/7/26, 14:45:25:786 GMT] 00000037 com.ibm.j2ca.RAIMSTM                                         I AFC Version : 7.5.0.5_TF10
[9/7/26, 14:45:25:789 GMT] 00000037 om.ibm.ws.app.manager.rar.internal.RARApplicationHandlerImpl A J2CA7001I: Resource adapter gmoa installed in 0.839 seconds.
[9/7/26, 14:45:25:794 GMT] 00000037 com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application zosconnect-ui.
[9/7/26, 14:45:25:795 GMT] 00000036 com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application zosconnect-ui-backend-db2.
[9/7/26, 14:45:25:794 GMT] 0000003b com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application zosconnect-ui-backend.
[9/7/26, 14:45:25:795 GMT] 0000003a com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application zosconnect-ui-backend-cics.
[9/7/26, 14:45:25:795 GMT] 00000039 com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application zosconnect-ui-backend-ims.
[9/7/26, 14:45:25:796 GMT] 00000039 bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0133I: The zosconnect-ui-backend-ims application at the /opt/ibm/zosconnect/lib/com.ibm.zosconnect.ui.backend.ims.war location is being expanded to the /opt/ibm/wlp/usr/servers/defaultServer/apps/expanded/zosconnect-ui-backend-ims.war directory.
[9/7/26, 14:45:25:796 GMT] 0000003a bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0133I: The zosconnect-ui-backend-cics application at the /opt/ibm/zosconnect/lib/com.ibm.zosconnect.ui.backend.cics.war location is being expanded to the /opt/ibm/wlp/usr/servers/defaultServer/apps/expanded/zosconnect-ui-backend-cics.war directory.
[9/7/26, 14:45:25:796 GMT] 00000036 bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0133I: The zosconnect-ui-backend-db2 application at the /opt/ibm/zosconnect/lib/com.ibm.zosconnect.ui.backend.db2.war location is being expanded to the /opt/ibm/wlp/usr/servers/defaultServer/apps/expanded/zosconnect-ui-backend-db2.war directory.
[9/7/26, 14:45:25:796 GMT] 0000003b bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0133I: The zosconnect-ui-backend application at the /opt/ibm/zosconnect/lib/com.ibm.zosconnect.ui.backend.war location is being expanded to the /opt/ibm/wlp/usr/servers/defaultServer/apps/expanded/zosconnect-ui-backend.war directory.
[9/7/26, 14:45:25:796 GMT] 00000037 bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0133I: The zosconnect-ui application at the /opt/ibm/zosconnect/lib/com.ibm.zosconnect.ui.war location is being expanded to the /opt/ibm/wlp/usr/servers/defaultServer/apps/expanded/zosconnect-ui.war directory.
[9/7/26, 14:45:26:038 GMT] 00000037 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: z/OS Connect Designer.
[9/7/26, 14:45:26:041 GMT] 00000037 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module z/OS Connect Designer has been bound to default_host.
[9/7/26, 14:45:26:041 GMT] 00000037 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://02db3501d6ac:9080/zosConnect/designer/
[9/7/26, 14:45:26:101 GMT] 00000037 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/zosConnect/designer
[9/7/26, 14:45:26:102 GMT] 00000037 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[9/7/26, 14:45:26:115 GMT] 00000037 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0001I: Application zosconnect-ui started in 0.321 seconds.
[9/7/26, 14:45:26:157 GMT] 00000037 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at /opt/ibm/wlp/output/defaultServer/logs/state/plugin-cfg.xml.
[9/7/26, 14:45:27:420 GMT] 0000003a com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: com.ibm.zosconnect.ui.backend.cics.
[9/7/26, 14:45:27:422 GMT] 0000003a com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module com.ibm.zosconnect.ui.backend.cics has been bound to default_host.
[9/7/26, 14:45:27:422 GMT] 0000003a com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://02db3501d6ac:9080/zosConnect/designer/api/zosAssetProvider/cics-1.0/
[9/7/26, 14:45:27:424 GMT] 00000036 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: com.ibm.zosconnect.ui.backend.db2.
[9/7/26, 14:45:27:424 GMT] 00000036 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module com.ibm.zosconnect.ui.backend.db2 has been bound to default_host.
[9/7/26, 14:45:27:424 GMT] 00000036 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://02db3501d6ac:9080/zosConnect/designer/api/zosAssetProvider/db2-1.0/
[9/7/26, 14:45:27:425 GMT] 00000037 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/zosConnect/designer/api/zosAssetProvider/cics-1.0
[9/7/26, 14:45:27:425 GMT] 00000037 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[9/7/26, 14:45:27:426 GMT] 00000036 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/zosConnect/designer/api/zosAssetProvider/db2-1.0
[9/7/26, 14:45:27:426 GMT] 00000036 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[9/7/26, 14:45:27:426 GMT] 00000039 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: com.ibm.zosconnect.ui.backend.ims.
[9/7/26, 14:45:27:426 GMT] 00000039 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module com.ibm.zosconnect.ui.backend.ims has been bound to default_host.
[9/7/26, 14:45:27:427 GMT] 00000039 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://02db3501d6ac:9080/zosConnect/designer/api/zosAssetProvider/ims-1.0/
[9/7/26, 14:45:27:438 GMT] 0000003a com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at /opt/ibm/wlp/output/defaultServer/logs/state/plugin-cfg.xml.
[9/7/26, 14:45:27:441 GMT] 0000003a com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/zosConnect/designer/api/zosAssetProvider/ims-1.0
[9/7/26, 14:45:27:441 GMT] 0000003a com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[9/7/26, 14:45:27:443 GMT] 00000036 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0001I: Application zosconnect-ui-backend-db2 started in 1.648 seconds.
[9/7/26, 14:45:27:443 GMT] 00000037 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0001I: Application zosconnect-ui-backend-cics started in 1.648 seconds.
[9/7/26, 14:45:27:444 GMT] 0000003a com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0001I: Application zosconnect-ui-backend-ims started in 1.648 seconds.
[9/7/26, 14:45:27:466 GMT] 00000039 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at /opt/ibm/wlp/output/defaultServer/logs/state/plugin-cfg.xml.
[9/7/26, 14:45:28:262 GMT] 0000003b com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: com.ibm.zosconnect.ui.backend.
[9/7/26, 14:45:28:262 GMT] 0000003b com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module com.ibm.zosconnect.ui.backend has been bound to default_host.
[9/7/26, 14:45:28:262 GMT] 0000003b com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://02db3501d6ac:9080/zosConnect/designer/api/
[9/7/26, 14:45:28:263 GMT] 00000036 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/zosConnect/designer/api
[9/7/26, 14:45:28:263 GMT] 00000036 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[9/7/26, 14:45:28:279 GMT] 0000003b com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at /opt/ibm/wlp/output/defaultServer/logs/state/plugin-cfg.xml.
[9/7/26, 14:45:28:437 GMT] 00000036 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0001I: Application zosconnect-ui-backend started in 2.643 seconds.
[9/7/26, 14:45:28:460 GMT] 00000035 com.ibm.ws.tcpchannel.internal.TCPPort                       I CWWKO0219I: TCP Channel defaultHttpEndpoint has been started and is now listening for requests on host *  (IPv6) port 9080.
[9/7/26, 14:45:28:462 GMT] 00000035 com.ibm.ws.tcpchannel.internal.TCPPort                       I CWWKO0219I: TCP Channel defaultHttpEndpoint-ssl has been started and is now listening for requests on host *  (IPv6) port 9443.
[9/7/26, 14:45:28:484 GMT] 00000035 com.ibm.ws.kernel.feature.internal.FeatureManager            A CWWKF0015I: The server has the following interim fixes active in the runtime: PH71719,OLGH34465,PH70352,PH71808,PH70798,PH71585,PH70078,PH70510,PH71631. For a full listing of installed fixes run: productInfo version --ifixes
[9/7/26, 14:45:28:485 GMT] 00000035 com.ibm.ws.kernel.feature.internal.FeatureManager            A CWWKF0012I: The server installed the following features: [appSecurity-2.0, audit-1.0, beanValidation-2.0, cdi-2.0, concurrent-1.0, distributedMap-1.0, el-3.0, jaxb-2.2, jaxrs-2.1, jaxrsClient-2.1, jca-1.7, jndi-1.0, json-1.0, jsonb-1.0, jsonp-1.1, jsp-2.3, jwt-1.0, monitor-1.0, mpConfig-2.0, mpContextPropagation-1.2, mpHealth-3.1, mpMetrics-3.0, mpOpenAPI-2.0, servlet-4.0, ssl-1.0, transportSecurity-1.0, zosconnect:cics-1.0, zosconnect:db2-1.0, zosconnect:designer-1.0, zosconnect:ims-1.0, zosconnect:zosConnect-3.0].
[9/7/26, 14:45:28:486 GMT] 00000035 com.ibm.ws.kernel.feature.internal.FeatureManager            I CWWKF0008I: Feature update completed in 7.394 seconds.
[9/7/26, 14:45:28:486 GMT] 00000035 com.ibm.ws.kernel.feature.internal.FeatureManager            A CWWKF0011I: The defaultServer server is ready to run a smarter planet. The defaultServer server started in 8.859 seconds.
[9/7/26, 14:45:28:536 GMT] 00000036 apache.cxf.cxf.core.3.2:1.0.111.cl260320260625-2008(id=110)] I Setting the server's publish address to be /
[9/7/26, 14:45:28:586 GMT] 00000036 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [zosconnect-ui-backend] [/zosConnect/designer/api] [com.ibm.zosconnect.ui.backend]: Initialization successful.
[9/7/26, 14:45:31:515 GMT] 00000036 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [zosconnect-ui] [/zosConnect/designer] [DesignerServlet]: Initialization successful.
[9/7/26, 14:45:32:271 GMT] 0000003a com.ibm.zosconnect.ui.backend.workspace.ZosAssetManager      E BAQW0091E: Unable to find file zosAsset.yaml within the import directory.
[9/7/26, 14:45:32:456 GMT] 00000039 apache.cxf.cxf.core.3.2:1.0.111.cl260320260625-2008(id=110)] I Setting the server's publish address to be /
[9/7/26, 14:45:32:463 GMT] 00000039 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [zosconnect-ui-backend-cics] [/zosConnect/designer/api/zosAssetProvider/cics-1.0] [com.ibm.zosconnect.ui.backend.cics.WorkspaceApplication]: Initialization successful.
[9/7/26, 14:45:32:521 GMT] 00000073 apache.cxf.cxf.core.3.2:1.0.111.cl260320260625-2008(id=110)] I Setting the server's publish address to be /
[9/7/26, 14:45:32:524 GMT] 00000073 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [zosconnect-ui-backend-db2] [/zosConnect/designer/api/zosAssetProvider/db2-1.0] [com.ibm.zosconnect.ui.backend.db2.WorkspaceApplication]: Initialization successful.
[9/7/26, 14:45:32:582 GMT] 00000077 apache.cxf.cxf.core.3.2:1.0.111.cl260320260625-2008(id=110)] I Setting the server's publish address to be /
[9/7/26, 14:45:32:585 GMT] 00000077 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [zosconnect-ui-backend-ims] [/zosConnect/designer/api/zosAssetProvider/ims-1.0] [com.ibm.zosconnect.ui.backend.ims.WorkspaceApplication]: Initialization successful.
[9/7/26, 14:45:35:927 GMT] 0000006d m.ibm.zosconnect.ui.backend.apiproject.TestApiProjectHandler I BAQW0071I: Successfully initialized monitoring of API project.
[9/7/26, 14:45:36:450 GMT] 0000006e com.ibm.ws.config.xml.internal.ConfigRefresher               A CWWKG0016I: Starting server configuration update.
[9/7/26, 14:45:36:452 GMT] 0000006e com.ibm.ws.config.xml.internal.ServerXMLConfiguration        A CWWKG0093A: Processing configuration drop-ins resource: /opt/ibm/wlp/usr/servers/defaultServer/configDropins/defaults/keystore.xml
[9/7/26, 14:45:36:455 GMT] 0000006e com.ibm.ws.config.xml.internal.ServerXMLConfiguration        A CWWKG0093A: Processing configuration drop-ins resource: /opt/ibm/wlp/usr/servers/defaultServer/configDropins/overrides/cics.xml
[9/7/26, 14:45:36:455 GMT] 0000006e com.ibm.ws.config.xml.internal.ServerXMLConfiguration        A CWWKG0093A: Processing configuration drop-ins resource: /opt/ibm/wlp/usr/servers/defaultServer/configDropins/overrides/http-ssl-endpoint.xml
[9/7/26, 14:45:36:456 GMT] 0000006e com.ibm.ws.config.xml.internal.ServerXMLConfiguration        A CWWKG0093A: Processing configuration drop-ins resource: /opt/ibm/wlp/usr/servers/defaultServer/configDropins/overrides/server.xml
[9/7/26, 14:45:36:457 GMT] 0000006e com.ibm.ws.config.xml.internal.ServerXMLConfiguration        A CWWKG0093A: Processing configuration drop-ins resource: /opt/ibm/wlp/usr/servers/defaultServer/configDropins/overrides/tls.xml
[9/7/26, 14:45:36:483 GMT] 0000006e com.ibm.ws.config.xml.internal.ConfigRefresher               A CWWKG0018I: The server configuration was not updated. No functional changes were detected.
[9/7/26, 14:51:54:108 GMT] 0000021e com.ibm.zosconnect.ui.backend.workspace.ZosAssetManager      E BAQW0091E: Unable to find file zosAsset.yaml within the import directory.
[9/7/26, 15:00:24:377 GMT] 000003d7 com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application api.
[9/7/26, 15:00:24:379 GMT] 000003d7 bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0133I: The api application at the /opt/ibm/wlp/usr/servers/defaultServer/dropins/api.war location is being expanded to the /opt/ibm/wlp/usr/servers/defaultServer/apps/expanded/api.war directory.
[9/7/26, 15:00:25:983 GMT] 000003d7 zosasset.cics.internal.factories.CicsCommareaZosAssetFactory I BAQR1753I: Loaded CICS COMMAREA z/OS Asset VRCB0130
